path,model,done,total_duration,load_duration,prompt_eval_duration,eval_duration,input_tokens,output_tokens
executive-order-10025-designating-public-international-organizations-entitled-enjoy.json,qwen2.5,True,453252893.0,28767678.0,17000000.0,393000000.0,374.0,40.0
executive-order-10026-adopting-the-manual-for-courts-martial-us-army-1949-for-use-the.json,qwen2.5,True,353094429.0,11381649.0,7000000.0,329000000.0,373.0,39.0
executive-order-10027-extension-trust-periods-indian-lands-expiring-during-the-calendar.json,qwen2.5,True,571559379.0,14666982.0,9000000.0,534000000.0,391.0,56.0
executive-order-10028-defining-noncombatant-service-and-noncombatant-training.json,qwen2.5,True,441502615.0,28306011.0,8000000.0,392000000.0,374.0,40.0
executive-order-10029-creating-emergency-board-investigate-dispute-between-the-northwest.json,qwen2.5,True,361864583.0,11222108.0,8000000.0,337000000.0,374.0,40.0
executive-order-10030-administration-and-supervision-the-district-columbia-national-guard.json,qwen2.5,True,458428402.0,29767559.0,16000000.0,398000000.0,374.0,40.0
executive-order-10031-separation-officers-the-public-health-service-grounds-disloyalty.json,qwen2.5,True,428108542.0,15133148.0,8000000.0,392000000.0,374.0,40.0
executive-order-10032-creating-emergency-board-investigate-dispute-between-the-akron.json,qwen2.5,True,415387230.0,11396992.0,8000000.0,390000000.0,397.0,45.0
executive-order-10033-regulations-governing-the-providing-statistical-information.json,qwen2.5,True,434910113.0,28223715.0,16000000.0,377000000.0,373.0,39.0
executive-order-10034-further-exemption-john-monroe-johnson-from-compulsory-retirement-for.json,qwen2.5,True,431034304.0,28318124.0,8000000.0,382000000.0,373.0,39.0
executive-order-10035-designating-the-honorable-luis-negron-fernandez-acting-judge-the.json,qwen2.5,True,362148313.0,10687528.0,7000000.0,339000000.0,374.0,40.0
executive-order-10038-creating-emergency-board-investigate-dispute-between-the-carriers.json,qwen2.5,True,366585062.0,10572513.0,7000000.0,343000000.0,374.0,40.0
executive-order-10036-restoration-lands-location-and-entry-under-the-mining-laws-the.json,qwen2.5,True,433248624.0,28293807.0,8000000.0,380000000.0,374.0,40.0
executive-order-10037-creating-emergency-board-investigate-dispute-between-the-denver-rio.json,qwen2.5,True,456846194.0,32240150.0,18000000.0,393000000.0,376.0,40.0
executive-order-10039-authorizing-the-civil-service-commission-confer-competitive-status.json,qwen2.5,True,362520937.0,11072751.0,7000000.0,339000000.0,374.0,40.0
executive-order-10040-amendment-executive-order-no-9999-suspending-certain-statutory.json,qwen2.5,True,429246185.0,28264993.0,8000000.0,379000000.0,374.0,40.0
executive-order-10042-making-certain-changes-the-customs-field-organization.json,qwen2.5,True,522266813.0,11072080.0,8000000.0,497000000.0,393.0,58.0
executive-order-10041-restoring-certain-lands-the-united-states-naval-reservation-hanapepe.json,qwen2.5,True,887156984.0,28452490.0,11000000.0,834000000.0,424.0,85.0
executive-order-10043-changing-the-name-the-presidents-committee-religious-and-moral.json,qwen2.5,True,580035392.0,29213306.0,9000000.0,534000000.0,391.0,56.0
executive-order-10044-amendment-executive-order-no-9-january-17-1873-relating-the-holding.json,qwen2.5,True,368800448.0,11156287.0,7000000.0,345000000.0,374.0,40.0
executive-order-10045-creating-emergency-board-investigate-dispute-between-the-wabash.json,qwen2.5,True,423600453.0,14842667.0,8000000.0,392000000.0,374.0,40.0
executive-order-10047-restoring-portion-honolulu-harbor-the-jurisdicton-the-territory.json,qwen2.5,True,367951232.0,12086025.0,7000000.0,343000000.0,374.0,40.0
executive-order-10046-transferring-certain-lands-from-the-department-agriculture-the.json,qwen2.5,True,765270042.0,14686380.0,12000000.0,731000000.0,406.0,76.0
executive-order-10048-creating-emergency-board-investigate-dispute-between-the-southern.json,qwen2.5,True,451122623.0,28146758.0,8000000.0,401000000.0,374.0,41.0
executive-order-10049-delegating-the-authority-the-president-prescribe-clothing-allowances.json,qwen2.5,True,362277578.0,11432195.0,8000000.0,336000000.0,373.0,39.0
executive-order-10050-creating-emergency-board-investigate-dispute-between-the-railway.json,qwen2.5,True,428756995.0,28223453.0,8000000.0,378000000.0,373.0,39.0
executive-order-10051-creating-emergency-board-investigate-dispute-between-the-aliquippa.json,qwen2.5,True,433844608.0,18406121.0,11000000.0,391000000.0,374.0,40.0
executive-order-10052-enlarging-naval-petroleum-reserve-no-1-revoking-part-public-land.json,qwen2.5,True,367813354.0,12320391.0,7000000.0,342000000.0,374.0,40.0
executive-order-10053-regulations-governing-the-transportation-household-goods-members-the.json,qwen2.5,True,429267956.0,27373939.0,9000000.0,380000000.0,374.0,40.0
executive-order-10054-modifying-executive-order-no-9721-providing-for-the-transfer.json,qwen2.5,True,436970660.0,24015765.0,8000000.0,391000000.0,374.0,40.0
executive-order-10055-amendment-executive-order-no-9-january-17-1873-relating-the-holding.json,qwen2.5,True,357801128.0,11397753.0,7000000.0,333000000.0,373.0,39.0
executive-order-10056-creating-emergency-board-investigate-dispute-between-the-union.json,qwen2.5,True,419468888.0,14723900.0,15000000.0,382000000.0,374.0,40.0
executive-order-10057-transferring-the-american-battle-monuments-commission-functions.json,qwen2.5,True,446915405.0,28190561.0,19000000.0,392000000.0,374.0,40.0
executive-order-10058-restoring-certain-lands-keaukaha-waiakea-south-hilo-hawaii-the.json,qwen2.5,True,702641887.0,10909033.0,9000000.0,676000000.0,417.0,78.0
executive-order-10059-amendment-executive-order-no-9195-july-7-1942-amended-prescribing.json,qwen2.5,True,430156627.0,28404499.0,8000000.0,380000000.0,374.0,40.0
executive-order-10060-restoring-certain-land-comprising-the-keaahala-military-reservation.json,qwen2.5,True,420924054.0,14697520.0,18000000.0,381000000.0,373.0,39.0
executive-order-10061-amendment-executive-order-no-9871-amended-prescribing-regulations.json,qwen2.5,True,363110811.0,11178421.0,7000000.0,338000000.0,373.0,39.0
executive-order-10062-establishing-the-position-united-states-high-commissioner-for.json,qwen2.5,True,424780907.0,28339555.0,10000000.0,373000000.0,373.0,39.0
executive-order-10063-defining-certain-functions-the-united-states-high-commissioner-for.json,qwen2.5,True,440594649.0,15157195.0,18000000.0,394000000.0,374.0,40.0
executive-order-10064-further-extension-executive-order-no-9898-october-14-1947-amended.json,qwen2.5,True,502288084.0,11150199.0,7000000.0,478000000.0,391.0,56.0
executive-order-10065-termination-the-office-defense-transportation.json,qwen2.5,True,410287935.0,15655532.0,9000000.0,372000000.0,373.0,39.0
executive-order-10066-including-certain-lands-the-cherokee-national-forest.json,qwen2.5,True,427947767.0,23221054.0,9000000.0,383000000.0,373.0,39.0
executive-order-10067-creating-emergency-board-investigate-dispute-between-the-missouri.json,qwen2.5,True,359380601.0,10912348.0,7000000.0,335000000.0,373.0,39.0
executive-order-10068-revoking-order-no-2458-or-september-20-1916-establishing-inter.json,qwen2.5,True,430126659.0,28389810.0,8000000.0,381000000.0,374.0,40.0
executive-order-10069-amendment-executive-order-no-9805-prescribing-regulaitons-governing.json,qwen2.5,True,620206419.0,28193247.0,18000000.0,561000000.0,392.0,57.0
executive-order-10070-amending-executive-order-no-9975-july-7-1948-prescribing-regulations.json,qwen2.5,True,503616406.0,11091560.0,8000000.0,478000000.0,391.0,56.0
executive-order-10071-creating-emergency-board-investigate-dispute-between-the-southern.json,qwen2.5,True,429232779.0,28388568.0,8000000.0,380000000.0,374.0,40.0
executive-order-10072-provide-for-continuing-action-improve-the-management-the-executive.json,qwen2.5,True,427259859.0,12529549.0,8000000.0,393000000.0,374.0,40.0
executive-order-10073-exemption-eugene-black-from-compulsory-retirement-for-age.json,qwen2.5,True,365145583.0,10805937.0,7000000.0,342000000.0,374.0,40.0
executive-order-10076-inspection-income-excess-profits-and-declared-value-excess-profits.json,qwen2.5,True,353346371.0,10901622.0,6000000.0,330000000.0,373.0,39.0
executive-order-10074-transfer-the-district-land-office-carson-city-nevada-reno-nevada.json,qwen2.5,True,655291487.0,29737032.0,9000000.0,603000000.0,398.0,63.0
executive-order-10075-eliminating-certain-public-lands-from-naval-petroleum-reserve-no-2.json,qwen2.5,True,720530940.0,26378687.0,20000000.0,661000000.0,402.0,67.0
executive-order-10078-creating-emergency-board-investigate-dispute-between-the-monongahela.json,qwen2.5,True,430163860.0,23061010.0,19000000.0,375000000.0,373.0,39.0
executive-order-10077-transfer-the-administration-the-island-guam-from-the-secretary-the.json,qwen2.5,True,717205845.0,11182427.0,9000000.0,690000000.0,413.0,78.0
executive-order-10079-transferring-certain-property-the-virgin-islands-the-permanent.json,qwen2.5,True,420625667.0,15053337.0,9000000.0,389000000.0,373.0,39.0
executive-order-10080-enabling-certain-employees-the-federal-government-acquire.json,qwen2.5,True,615573251.0,26952478.0,19000000.0,556000000.0,393.0,58.0
executive-order-10081-designation-certain-officers-act-postmaster-general.json,qwen2.5,True,366926239.0,12387923.0,7000000.0,342000000.0,373.0,39.0
executive-order-10082-prescribing-procedures-for-the-administration-the-reciprocal-trade.json,qwen2.5,True,451662640.0,28360074.0,17000000.0,393000000.0,373.0,40.0
executive-order-10083-revocation-executive-orders-nos-9698-9751-and-9823-so-far-they.json,qwen2.5,True,426236504.0,28191784.0,8000000.0,382000000.0,374.0,40.0
executive-order-10084-prescribing-regulations-for-the-administration-certain-provisions.json,qwen2.5,True,669952725.0,11155597.0,9000000.0,644000000.0,409.0,74.0
executive-order-10085-amendment-executive-order-no-10011-authorizing-the-secretary-state.json,qwen2.5,True,630993085.0,28237651.0,17000000.0,572000000.0,393.0,58.0
executive-order-10086-designating-the-south-pacific-commission-public-international.json,qwen2.5,True,424759957.0,19921993.0,10000000.0,381000000.0,374.0,40.0
executive-order-10087-amendment-executive-order-no-10057-may-14-1949-transferring-the.json,qwen2.5,True,359316484.0,11533700.0,8000000.0,334000000.0,373.0,39.0
executive-order-10089-suspending-certain-statutory-provisions-relating-employment-the.json,qwen2.5,True,421118715.0,28467478.0,8000000.0,371000000.0,373.0,39.0
executive-order-10088-making-certain-changes-the-customs-field-organization.json,qwen2.5,True,616353865.0,29635638.0,10000000.0,564000000.0,392.0,57.0
executive-order-10090-inspection-income-tax-returns-federal-trade-commission.json,qwen2.5,True,502566435.0,11103508.0,8000000.0,477000000.0,390.0,55.0
executive-order-10091-extension-trust-periods-indian-lands-expiring-during-the-calendar.json,qwen2.5,True,410361865.0,14361341.0,8000000.0,380000000.0,374.0,40.0
executive-order-10092-establishing-airspace-reservation-over-certain-areas-the-superior.json,qwen2.5,True,450992305.0,23528629.0,18000000.0,396000000.0,374.0,40.0
executive-order-10093-revocation-executive-order-no-9512-january-16-1945-providing-for.json,qwen2.5,True,370663170.0,11136999.0,7000000.0,346000000.0,374.0,40.0
executive-order-10094-further-exemption-clyde-b-aitchison-from-compulsory-retirement-for.json,qwen2.5,True,433855688.0,28333563.0,10000000.0,382000000.0,374.0,40.0
executive-order-10096-providing-for-uniform-patent-policy-for-the-government-with-respect.json,qwen2.5,True,370992259.0,11045650.0,8000000.0,346000000.0,374.0,40.0
executive-order-10095-establishment-the-presidents-water-resources-policy-commission.json,qwen2.5,True,682941210.0,26492924.0,10000000.0,633000000.0,399.0,64.0
executive-order-10097-designating-the-honorable-cecil-snyder-acting-judge-the-united.json,qwen2.5,True,430313774.0,28991844.0,10000000.0,381000000.0,374.0,40.0
executive-order-101.json,qwen2.5,True,267900951.0,22356531.0,8000000.0,230000000.0,358.0,24.0
executive-order-10099-providing-for-the-administration-the-mutual-defense-assistance-act.json,qwen2.5,True,433064324.0,18585732.0,8000000.0,394000000.0,374.0,40.0
executive-order-10098-amendment-executive-order-no-10084-october-12-1949-prescribing.json,qwen2.5,True,692098347.0,11478766.0,9000000.0,666000000.0,411.0,76.0
executive-order-10102-transfer-certain-business-operations-facilities-and-appurtenances.json,qwen2.5,True,379111076.0,11405426.0,8000000.0,353000000.0,374.0,40.0
executive-order-10101-amendment-executive-order-no-9746-july-1-1946-relating-the-panama.json,qwen2.5,True,438429223.0,16146576.0,18000000.0,391000000.0,374.0,40.0
executive-order-10100-regulations-relating-the-granting-certain-allowances-the-director.json,qwen2.5,True,627930442.0,28713816.0,9000000.0,576000000.0,395.0,60.0
executive-order-10103-amendment-executive-order-no-9721-may-10-1946-providing-for-the.json,qwen2.5,True,364736352.0,11223780.0,6000000.0,341000000.0,373.0,39.0
executive-order-10104-defining-certain-vital-military-and-naval-installations-and.json,qwen2.5,True,428696420.0,24579417.0,8000000.0,382000000.0,373.0,39.0
executive-order-10105-creating-emergency-board-investigate-dispute-between-the-denver-and.json,qwen2.5,True,418460953.0,22400415.0,9000000.0,374000000.0,373.0,39.0
executive-order-10106-creating-board-inquiry-report-labor-dispute-affecting-the-bituminous.json,qwen2.5,True,355052575.0,10669760.0,7000000.0,331000000.0,373.0,39.0
executive-order-10107-revocation-executive-order-no-8232-september-5-1939-relating-the.json,qwen2.5,True,436237266.0,28281264.0,10000000.0,385000000.0,373.0,39.0
executive-order-10108-designating-the-united-states-mission-the-united-nations-and.json,qwen2.5,True,433053043.0,28576796.0,10000000.0,381000000.0,373.0,39.0
executive-order-10109-creating-emergency-board-investigate-disputes-between-the-texas.json,qwen2.5,True,367103829.0,10724364.0,7000000.0,343000000.0,374.0,40.0
executive-order-10111-establishing-seal-for-the-central-intelligence-agency.json,qwen2.5,True,434411886.0,28751669.0,9000000.0,383000000.0,374.0,40.0
executive-order-10113-delegating-the-authority-the-president-prescribe-clothing-allowances.json,,,,,,,,
executive-order-10112-creating-emergency-board-investigate-dispute-betweent-the-carriers.json,qwen2.5,True,362185670.0,10833750.0,7000000.0,338000000.0,374.0,40.0
executive-order-10110-presidents-communications-policy-board.json,qwen2.5,True,575434095.0,28646588.0,10000000.0,524000000.0,388.0,53.0
executive-order-10114-creating-emergency-board-investigate-dispute-between-the-terminal.json,qwen2.5,True,417504403.0,29354614.0,8000000.0,372000000.0,373.0,39.0
executive-order-10115-restoring-certain-land-reserved-for-military-purposes-the.json,qwen2.5,True,362467196.0,10996096.0,8000000.0,338000000.0,373.0,39.0
executive-order-10116-amending-portions-the-selective-service-regulations-and-paragraph-2.json,qwen2.5,True,446715415.0,29082056.0,18000000.0,385000000.0,373.0,39.0
executive-order-10118-further-amendment-executive-order-no-10084-october-12-1949.json,qwen2.5,True,370772135.0,11384373.0,7000000.0,347000000.0,374.0,40.0
executive-order-10117-creating-emergency-board-investigate-dispute-between-the-carriers.json,qwen2.5,True,431731860.0,28766045.0,8000000.0,382000000.0,374.0,40.0
executive-order-10119-regulations-governing-the-payment-basic-allowances-for-subsistence.json,qwen2.5,True,441759634.0,28779792.0,8000000.0,392000000.0,374.0,40.0
executive-order-10120-creating-emergency-board-investigate-dispute-between-the-carriers.json,qwen2.5,True,370494154.0,11207265.0,7000000.0,346000000.0,374.0,40.0
executive-order-10121-transferring-the-territory-hawaii-title-certain-public-land-needed.json,qwen2.5,True,431970885.0,28232151.0,8000000.0,382000000.0,374.0,40.0
executive-order-10122-regulations-governing-payment-disability-retirement-pay.json,qwen2.5,True,442411944.0,29436921.0,8000000.0,392000000.0,374.0,40.0
executive-order-10123-revocation-executive-order-no-9635-september-29-1945-and-no-9904.json,qwen2.5,True,369968938.0,11032761.0,7000000.0,345000000.0,374.0,40.0
executive-order-10125-creating-emergency-board-investigate-dispute-between-the-chicago.json,qwen2.5,True,442149084.0,28302654.0,8000000.0,392000000.0,374.0,40.0
executive-order-10124-regulations-governing-the-election-certain-members-and-former.json,qwen2.5,True,637378113.0,28512724.0,9000000.0,586000000.0,396.0,61.0
executive-order-10126-establishing-airspace-reservation-over-portions-the-district.json,qwen2.5,True,361985156.0,10933030.0,7000000.0,338000000.0,373.0,39.0
executive-order-10129-establishing-the-presidents-commission-migratory-labor.json,qwen2.5,True,359391747.0,11331272.0,7000000.0,335000000.0,373.0,39.0
executive-order-10127-establishing-airspace-reservations-over-certain-facilities-the.json,qwen2.5,True,442358372.0,14856002.0,11000000.0,403000000.0,374.0,40.0
executive-order-10128-amendment-executive-order-no-6868-october-9-1934-amended-designating.json,qwen2.5,True,429320677.0,28418284.0,11000000.0,377000000.0,373.0,39.0
executive-order-10130-creating-emergency-board-investigate-dispute-between-the-boston.json,qwen2.5,True,356412344.0,11501700.0,7000000.0,332000000.0,373.0,39.0
executive-order-10131-providing-for-the-investigation-and-report-displaced-pesons-and.json,qwen2.5,True,438300939.0,23219792.0,9000000.0,393000000.0,374.0,40.0
executive-order-10132-inspection-income-excess-profits-declared-value-excess-profits.json,qwen2.5,True,423040388.0,21984553.0,10000000.0,383000000.0,374.0,40.0
executive-order-10133-designating-the-organization-for-european-economic-cooperation.json,qwen2.5,True,375778948.0,11488470.0,7000000.0,351000000.0,374.0,40.0
executive-order-10134-further-extension-the-existence-the-quetico-superior-committee.json,qwen2.5,True,441993048.0,28038262.0,8000000.0,392000000.0,374.0,40.0
executive-order-10135-further-extension-executive-order-no-9898-october-14-1947-amended.json,qwen2.5,True,575389700.0,28456587.0,9000000.0,526000000.0,391.0,55.0
executive-order-10136-further-amendment-executive-order-no-10084-october-12-1949.json,qwen2.5,True,506034178.0,10848843.0,8000000.0,482000000.0,391.0,55.0
executive-order-10138-creating-emergency-board-investigate-dispute-between-the-toledo.json,qwen2.5,True,421039203.0,23081930.0,11000000.0,374000000.0,373.0,39.0
executive-order-10137-amending-executive-order-no-10077-september-7-1949-entitled-transfer.json,qwen2.5,True,612741547.0,28302895.0,9000000.0,562000000.0,392.0,56.0
executive-order-10139-creating-emergency-board-investigate-dispute-between-the-toledo.json,qwen2.5,True,355019175.0,11030717.0,7000000.0,331000000.0,373.0,39.0
executive-order-10140-creating-emergency-board-investigate-dispute-between-the-pullman.json,qwen2.5,True,422568270.0,28267357.0,8000000.0,373000000.0,373.0,39.0
executive-order-10142-creating-emergency-board-investigate-dispute-between-the-braniff.json,qwen2.5,True,373014892.0,11188046.0,7000000.0,348000000.0,374.0,40.0
executive-order-10141-possession-control-and-operation-the-transportation-system-the.json,qwen2.5,True,448455924.0,29282547.0,19000000.0,387000000.0,373.0,39.0
executive-order-10143-authorizing-the-appointment-mrs-ruth-edna-mcc-somers-position-the.json,qwen2.5,True,432420370.0,28426049.0,8000000.0,383000000.0,374.0,40.0
executive-order-10145-extension-enlistements-the-armed-forces-the-united-states.json,qwen2.5,True,432777669.0,16633441.0,9000000.0,394000000.0,374.0,40.0
executive-order-10144-amendment-executive-order-no-10062-june-6-1949-establishing-the.json,qwen2.5,True,518779352.0,11276410.0,8000000.0,494000000.0,391.0,56.0
executive-order-10146-exemption-william-j-pattersn-from-compulsory-retirement-for-age.json,qwen2.5,True,422043793.0,28146468.0,8000000.0,372000000.0,373.0,39.0
executive-order-10147-creating-emergency-board-investigate-dispute-between-the-new-york.json,qwen2.5,True,425820393.0,14894345.0,18000000.0,384000000.0,373.0,39.0
executive-order-10148-designation-certain-officers-the-department-commerce-act-secretary.json,qwen2.5,True,343702324.0,12904636.0,9000000.0,315000000.0,373.0,39.0
executive-order-10149-suspending-the-limitations-upon-punishments-for-violations-articles.json,qwen2.5,True,422023755.0,28138062.0,8000000.0,373000000.0,373.0,39.0
executive-order-10151-exemption-william-d-hassett-from-compulsory-retirement-for-age.json,qwen2.5,True,361582737.0,11194867.0,7000000.0,338000000.0,374.0,40.0
executive-order-10150-creating-emergency-board-investigate-disputes-between-the-atlantic.json,qwen2.5,True,497289318.0,28318474.0,10000000.0,446000000.0,400.0,45.0
executive-order-10152-regulations-relating-the-right-members-the-uniformed-services.json,qwen2.5,True,441564162.0,28367879.0,19000000.0,381000000.0,374.0,40.0
executive-order-10153-regulations-relating-certain-travel-time-members-the-uniformed.json,qwen2.5,True,564730281.0,10848492.0,8000000.0,540000000.0,396.0,61.0
executive-order-10154-designation-certain-officers-the-post-office-department-act.json,qwen2.5,True,687280320.0,14494656.0,10000000.0,649000000.0,404.0,66.0
executive-order-10156-designation-certain-officers-the-department-the-interior-act.json,qwen2.5,True,367464014.0,10885477.0,7000000.0,343000000.0,374.0,40.0
executive-order-10155-possession-control-and-operation-certain-railroads.json,qwen2.5,True,528646509.0,28689450.0,11000000.0,476000000.0,414.0,49.0
executive-order-10159-providing-for-the-administration-the-act-for-international.json,qwen2.5,True,429501330.0,28228494.0,17000000.0,376000000.0,373.0,39.0
executive-order-10158-further-amendment-executive-order-no-10084-october-12-1949.json,qwen2.5,True,504167480.0,11196709.0,7000000.0,480000000.0,391.0,55.0
executive-order-10157-enabling-certain-employees-the-federal-government-acquire.json,qwen2.5,True,651249664.0,28604309.0,19000000.0,595000000.0,395.0,60.0
executive-order-10160-providing-for-the-preservation-records-for-certain-purposes-the.json,qwen2.5,True,402986925.0,14766872.0,8000000.0,373000000.0,373.0,39.0
executive-order-10161-delegating-certain-functions-the-president-under-the-defense.json,qwen2.5,True,358056345.0,11093703.0,7000000.0,334000000.0,373.0,39.0
executive-order-10162-authorizing-the-appointment-frederick-c-kilguss-the-position-deputy.json,qwen2.5,True,525096802.0,14548077.0,20000000.0,483000000.0,384.0,49.0
executive-order-10164-extension-enlistments-the-united-states-coast-guard.json,qwen2.5,True,370052375.0,11098270.0,7000000.0,346000000.0,374.0,40.0
executive-order-10163-the-armed-forces-reserve-medal.json,qwen2.5,True,447347978.0,21446150.0,19000000.0,393000000.0,374.0,40.0
executive-order-10165-creating-emergency-board-investigate-dispute-between-the-railway.json,qwen2.5,True,439626859.0,28238813.0,18000000.0,385000000.0,373.0,39.0
executive-order-10166-establishing-the-national-advisory-committee-the-selection-doctors.json,qwen2.5,True,361831713.0,12011413.0,7000000.0,337000000.0,373.0,39.0
executive-order-10167-prescribing-or-amending-portions-the-selective-service-regulations.json,qwen2.5,True,425923759.0,28104488.0,8000000.0,382000000.0,374.0,40.0
executive-order-10169-establishing-the-national-advisory-committee-mobilization-policy.json,qwen2.5,True,376930653.0,11131641.0,7000000.0,353000000.0,374.0,40.0
executive-order-10168-regulations-relating-the-right-enlisted-members-the-uniformed.json,qwen2.5,True,629652466.0,14559358.0,19000000.0,582000000.0,395.0,59.0
executive-order-10170-amendment-executive-order-no-10082-october-5-1949-prescribing.json,qwen2.5,True,443690073.0,28517122.0,19000000.0,383000000.0,374.0,40.0
executive-order-10171-transferring-occupation-functions-austria-the-department-state.json,qwen2.5,True,520773713.0,11002675.0,8000000.0,495000000.0,394.0,56.0
executive-order-10173-regulations-relating-the-safeguarding-vessels-harbors-ports-and.json,qwen2.5,True,425882040.0,28697305.0,8000000.0,381000000.0,374.0,40.0
executive-order-10172-designating-the-certifying-authority-with-respect-the-amortization.json,qwen2.5,True,755754251.0,29534747.0,10000000.0,704000000.0,406.0,71.0
executive-order-10174-further-amendment-executive-order-no-10084-october-12-1949.json,qwen2.5,True,511957319.0,11336080.0,7000000.0,488000000.0,391.0,56.0
executive-order-10175-amending-executive-order-no-7908-june-9-1938-and-executive-order-no.json,qwen2.5,True,416107237.0,14384094.0,10000000.0,384000000.0,374.0,40.0
executive-order-10176-suspending-certain-statutory-provisions-relating-employment-the.json,qwen2.5,True,444471730.0,27347058.0,10000000.0,396000000.0,374.0,40.0
executive-order-10178-reserving-certain-real-and-personal-property-guam-for-the-use-the.json,qwen2.5,True,445255379.0,28366897.0,10000000.0,393000000.0,374.0,40.0
executive-order-10177-amendment-section-1-executive-order-no-9778-september-10-1946.json,qwen2.5,True,540721186.0,10821331.0,7000000.0,517000000.0,393.0,60.0
